,head_full [m],head [m],rr [mm/d],tn [C],tx [C],stage [m],et [mm/d]
1997-05-04,,,38.6080,13.8889,6.1111,1.4020,2.7324
1997-05-05,,,0.0000,13.8889,-1.1111,1.3228,3.3046
1997-05-06,,,0.5080,18.3333,-0.5556,1.2770,4.1186
1997-05-07,,,14.9860,16.1111,2.7778,1.2953,3.5488
1997-05-08,,,0.0000,11.1111,-1.6667,1.2405,2.8705
1997-05-09,,,0.7620,17.7778,-0.5556,1.2161,4.0629
1997-05-10,,,2.7940,11.1111,7.2222,1.2191,1.9189
1997-05-11,,,0.2540,15.0000,5.0000,1.1948,3.1864
1997-05-12,,,0.0000,19.4444,3.8889,1.1612,4.2344
1997-05-13,,,0.0000,25.5556,7.2222,1.1399,5.3766
1997-05-14,,,1.2700,17.7778,3.8889,1.1338,3.9118
1997-05-15,,,0.2540,21.6667,6.1111,1.1216,4.6102
1997-05-16,,,0.0000,24.4444,7.7778,1.1186,5.1340
1997-05-17,,,0.0000,15.0000,6.1111,1.1094,3.1282
1997-05-18,,,1.0160,14.4444,3.3333,1.1064,3.2966
1997-05-19,,,3.5560,20.5556,8.8889,1.1612,4.1513
1997-05-20,,,18.5420,21.6667,9.4444,1.3563,4.3737
1997-05-21,,,0.2540,17.7778,4.4444,1.2313,3.9535
1997-05-22,,,0.5080,14.4444,6.1111,1.1704,3.0410
1997-05-23,,,0.0000,15.5556,5.5556,1.1338,3.3736
1997-05-24,,,0.0000,19.4444,5.5556,1.1064,4.2667
1997-05-25,,,0.0000,24.4444,8.3333,1.1125,5.2168
1997-05-26,,,5.5880,16.1111,8.8889,1.1399,3.0910
1997-05-27,,,0.0000,21.1111,1.6667,1.0942,4.8911
1997-05-28,,,0.0000,18.8889,3.8889,1.0637,4.3048
1997-05-29,,,0.0000,25.0000,6.1111,1.0363,5.5533
1997-05-30,,,0.0000,25.5556,7.7778,1.0210,5.5834
1997-05-31,,,0.0000,20.5556,9.4444,1.0180,4.2014
1997-06-01,,,0.2540,27.2222,16.6667,1.0088,5.0038
1997-06-02,,,0.5080,20.5556,13.3333,1.0058,3.6067
1997-06-03,,,4.0640,14.4444,7.7778,1.0027,2.8718
1997-06-04,,,0.0000,18.3333,7.2222,0.9875,3.9330
1997-06-05,,,0.0000,20.5556,4.4444,0.9753,4.6980
1997-06-06,,,0.0000,22.7778,5.5556,0.9631,5.1391
1997-06-07,,,0.0000,22.7778,7.2222,0.9540,5.0213
1997-06-08,,,0.0000,17.7778,6.6667,0.9479,3.8782
1997-06-09,,,0.0000,23.3333,6.6667,0.9357,5.2082
1997-06-10,,,0.0000,27.7778,7.2222,0.9235,6.2454
1997-06-11,,,0.0000,31.1111,11.6667,0.9113,6.7742
1997-06-12,,,0.0000,32.2222,15.0000,0.8991,6.7563
1997-06-13,,,0.0000,30.0000,15.5556,0.8961,6.0619
1997-06-14,,,1.5240,26.1111,15.0000,0.9265,5.0175
1997-06-15,,,0.0000,24.4444,5.0000,0.8961,5.5992
1997-06-16,,,0.0000,25.0000,6.6667,0.8778,5.6307
1997-06-17,,,0.0000,25.0000,5.0000,0.8656,5.7324
1997-06-18,,,0.0000,26.1111,7.7778,0.8656,5.8257
1997-06-19,,,12.9540,20.0000,16.1111,1.0210,2.7722
1997-06-20,,,0.0000,27.2222,12.7778,0.9936,5.6431
1997-06-21,,,0.0000,28.8889,13.8889,0.9357,5.9695
1997-06-22,,,0.0000,32.2222,19.4444,0.9052,6.1599
1997-06-23,,,2.7940,31.6667,13.8889,0.8930,6.7355
1997-06-24,,,0.0000,27.7778,12.7778,0.8839,5.7899
1997-06-25,,,12.9540,21.1111,15.0000,0.8869,3.4711
1997-06-26,,,0.0000,30.5556,18.3333,0.9022,5.8164
1997-06-27,,,16.0020,28.8889,12.7778,0.9235,6.0823
1997-06-28,,,0.0000,26.6667,10.0000,0.8778,5.7682
1997-06-29,,,0.0000,30.5556,13.3333,0.8534,6.4671
1997-06-30,,,0.0000,31.1111,15.0000,0.8443,6.4313
1997-07-01,,,0.0000,30.5556,13.8889,0.8534,6.3968
1997-07-02,,,0.0000,29.4444,15.5556,0.8260,5.8755
1997-07-03,,,18.7960,28.3333,17.7778,0.8686,5.1898
1997-07-04,,,0.7620,22.7778,16.6667,0.8991,3.6108
1997-07-05,,,0.0000,25.5556,12.2222,0.8656,5.2041
1997-07-06,,,0.0000,25.5556,10.0000,0.8443,5.4376
1997-07-07,,,0.0000,28.3333,10.5556,0.8290,6.0863
1997-07-08,,,3.0480,27.7778,13.3333,0.8321,5.6471
1997-07-09,,,0.0000,27.2222,13.3333,0.8382,5.4869
1997-07-10,,,43.9420,28.3333,14.4444,1.0576,5.6433
1997-07-11,,,0.0000,25.0000,10.5556,0.9875,5.1972
1997-07-12,,,0.0000,27.7778,11.6667,0.9144,5.7887
1997-07-13,,,0.0000,29.4444,11.6667,0.8808,6.2084
1997-07-14,,,0.0000,30.5556,16.6667,0.8625,5.9298
1997-07-15,,,0.0000,31.6667,17.7778,0.8473,6.0823
1997-07-16,,,41.4020,32.7778,18.3333,0.8717,6.3151
1997-07-17,,,0.0000,29.4444,17.2222,0.8504,5.4866
1997-07-18,,,0.7620,31.6667,17.7778,0.8321,6.0395
1997-07-19,,,0.0000,31.1111,16.1111,0.8107,6.0905
1997-07-20,,,0.0000,23.3333,7.7778,0.7894,4.9442
1997-07-21,,,0.0000,25.0000,8.3333,0.7863,5.2795
1997-07-22,,,19.8120,23.8889,14.4444,0.8595,4.2608
1997-07-23,,,0.0000,26.6667,10.5556,0.8351,5.4625
1997-07-24,,,0.0000,26.1111,11.1111,0.8107,5.2550
1997-07-25,,,6.3500,16.6667,13.3333,0.8321,2.2170
1997-07-26,,,0.0000,25.0000,9.4444,0.8229,5.1083
1997-07-27,,,0.0000,29.4444,13.8889,0.8077,5.7623
1997-07-28,,,0.0000,29.4444,16.6667,0.7985,5.3954
1997-07-29,,,0.0000,28.3333,16.6667,0.7894,5.0650
1997-07-30,,,0.0000,25.5556,7.7778,0.7742,5.2985
1997-07-31,,,0.0000,27.2222,9.4444,0.7681,5.5433
1997-08-01,,,0.0000,30.0000,10.5556,0.7650,6.0977
1997-08-02,,,0.0000,27.7778,12.7778,0.7559,5.3351
1997-08-03,,,0.0000,28.3333,16.1111,0.7559,5.0512
1997-08-04,,,7.8740,30.5556,16.6667,0.8321,5.5564
1997-08-05,,,12.9540,21.1111,14.4444,0.9113,3.2751
1997-08-06,,,4.0640,24.4444,10.5556,0.9692,4.6692
1997-08-07,,,0.0000,24.4444,8.3333,0.8747,4.8442
1997-08-08,,,0.0000,26.6667,8.8889,0.8321,5.2788
1997-08-09,,,0.0000,23.3333,10.0000,0.8138,4.4040
1997-08-10,,,0.2540,30.0000,15.0000,0.8016,5.4669
1997-08-11,,,0.0000,30.5556,16.1111,0.7863,5.4539
1997-08-12,,,1.7780,30.0000,16.1111,0.7802,5.2847
1997-08-13,,,0.0000,27.2222,18.3333,0.8016,4.1771
1997-08-14,,,52.0700,22.7778,16.1111,1.0058,3.2929
1997-08-15,,,0.0000,25.5556,14.4444,0.9509,4.2945
1997-08-16,,,3.5560,25.0000,15.0000,0.8930,4.0526
1997-08-17,,,1.2700,31.6667,20.5556,0.8686,4.9650
1997-08-18,,,17.7800,30.0000,13.8889,0.9052,5.3600
1997-08-19,,,0.7620,24.4444,8.8889,0.8869,4.5188
1997-08-20,,,0.0000,23.8889,8.8889,0.8504,4.3754
1997-08-21,,,22.0980,22.7778,11.1111,0.9509,3.9007
1997-08-22,,,14.2240,16.6667,13.3333,1.0088,1.9531
1997-08-23,,,2.2860,23.3333,11.6667,0.9448,3.9180
1997-08-24,,,0.0000,22.2222,10.0000,0.8991,3.8237
1997-08-25,,,0.0000,23.8889,10.0000,0.8656,4.1535
1997-08-26,,,0.0000,25.5556,10.5556,0.8443,4.4309
1997-08-27,,,0.0000,26.6667,11.1111,0.8229,4.5909
1997-08-28,,,23.6220,26.6667,16.1111,0.8229,4.0226
1997-08-29,,,8.6360,20.0000,16.1111,0.9418,2.2119
1997-08-30,,,28.9560,22.2222,12.7778,0.9784,3.3688
1997-08-31,,,0.0000,25.0000,12.7778,0.9144,3.9609
1997-09-01,,,0.0000,24.8566,12.5448,0.8778,3.9251
1997-09-02,,,0.0000,24.7133,12.3118,0.8595,3.8893
1997-09-03,,,0.0000,24.5699,12.0789,0.8504,3.8535
1997-09-04,,,0.0000,24.4265,11.8459,0.8321,3.8177
1997-09-05,,,0.0000,24.2832,11.6129,0.8138,3.7820
1997-09-06,,,0.0000,24.1398,11.3799,0.8016,3.7462
1997-09-07,,,0.0000,23.9964,11.1470,0.7955,3.7104
1997-09-08,,,0.0000,23.8530,10.9140,0.8107,3.6746
1997-09-09,,,0.0000,23.7097,10.6810,0.8534,3.6388
1997-09-10,,,0.0000,23.5663,10.4480,0.8321,3.6031
1997-09-11,,,0.0000,23.4229,10.2151,0.8229,3.5673
1997-09-12,,,0.0000,23.2796,9.9821,0.8686,3.5315
1997-09-13,,,0.0000,23.1362,9.7491,0.8595,3.4957
1997-09-14,,,0.0000,22.9928,9.5161,0.8321,3.4599
1997-09-15,,,0.0000,22.8495,9.2832,0.8199,3.4241
1997-09-16,,,0.0000,22.7061,9.0502,0.8168,3.3884
1997-09-17,,,0.0000,22.5627,8.8172,0.8077,3.3526
1997-09-18,,,0.0000,22.4194,8.5842,0.7985,3.3168
1997-09-19,,,0.0000,22.2760,8.3513,0.7894,3.2810
1997-09-20,,,0.0000,22.1326,8.1183,0.7894,3.2452
1997-09-21,,,0.0000,21.9892,7.8853,0.7833,3.2095
1997-09-22,,,0.0000,21.8459,7.6523,0.7802,3.1737
1997-09-23,,,0.0000,21.7025,7.4194,0.7802,3.1379
1997-09-24,,,0.0000,21.5591,7.1864,0.7742,3.1021
1997-09-25,,,0.0000,21.4158,6.9534,0.7711,3.0663
1997-09-26,,,0.0000,21.2724,6.7204,0.7742,3.0306
1997-09-27,,,0.0000,21.1290,6.4875,0.8260,2.9948
1997-09-28,,,0.0000,20.9857,6.2545,0.8260,2.9590
1997-09-29,,,0.0000,20.8423,6.0215,0.8808,2.9232
1997-09-30,,,0.0000,20.6989,5.7885,0.8778,2.8874
1997-10-01,,,0.0000,20.5556,5.5556,0.8869,2.8517
1997-10-02,,,0.0000,20.4122,5.3226,0.8747,2.8159
1997-10-03,,,0.0000,20.2688,5.0896,0.8686,2.7801
1997-10-04,,,0.0000,20.1254,4.8566,0.8839,2.7443
1997-10-05,,,0.0000,19.9821,4.6237,0.8991,2.7085
1997-10-06,,,0.0000,19.8387,4.3907,0.8991,2.6728
1997-10-07,,,0.0000,19.6953,4.1577,0.8382,2.6370
1997-10-08,,,0.0000,19.5520,3.9247,0.7924,2.6012
1997-10-09,,,0.0000,19.4086,3.6918,0.7833,2.5654
1997-10-10,,,0.0000,19.2652,3.4588,0.7863,2.5296
1997-10-11,,,0.0000,19.1219,3.2258,0.7742,2.4939
1997-10-12,,,0.0000,18.9785,2.9928,0.7681,2.4581
1997-10-13,,,0.0000,18.8351,2.7599,0.7650,2.4223
1997-10-14,,,0.0000,18.6918,2.5269,0.7681,2.3865
1997-10-15,,,0.0000,18.5484,2.2939,0.7742,2.3507
1997-10-16,,,0.0000,18.4050,2.0609,0.7742,2.3150
1997-10-17,,,0.0000,18.2616,1.8280,0.7711,2.2792
1997-10-18,,,0.0000,18.1183,1.5950,0.7711,2.2434
1997-10-19,,,0.0000,17.9749,1.3620,0.7711,2.2076
1997-10-20,,,0.0000,17.8315,1.1290,0.7772,2.1718
1997-10-21,,,0.0000,17.6882,0.8961,0.7742,2.1361
1997-10-22,,,0.0000,17.5448,0.6631,0.7894,2.1003
1997-10-23,,,0.0000,17.4014,0.4301,0.7833,2.0645
1997-10-24,,,0.0000,17.2581,0.1971,0.7742,2.0287
1997-10-25,,,0.0000,17.1147,-0.0358,0.8138,1.9929
1997-10-26,,,0.0000,16.9713,-0.2688,0.8564,1.9572
1997-10-27,,,0.0000,16.8280,-0.5018,0.8900,1.9214
1997-10-28,,,0.0000,16.6846,-0.7348,0.9174,1.8856
1997-10-29,,,0.0000,16.5412,-0.9677,0.8686,1.8498
1997-10-30,,,0.0000,16.3978,-1.2007,0.8717,1.8140
1997-10-31,,,0.0000,16.2545,-1.4337,0.8229,1.7783
1997-11-01,,,2.5400,16.1111,-1.6667,0.9387,1.7425
1997-11-02,,,77.4700,15.0000,11.1111,1.2984,0.9992
1997-11-03,,,13.9700,16.6667,0.5556,1.2009,1.7141
1997-11-04,,,0.2540,15.5556,0.5556,1.0759,1.6003
1997-11-05,,,4.3180,13.8889,-1.1111,0.9936,1.4783
1997-11-06,,,0.0000,10.5556,-2.2222,0.9479,1.2228
1997-11-07,,,0.0000,11.1111,-1.1111,0.9357,1.2288
1997-11-08,,,1.0160,10.0000,5.5556,0.9205,0.8244
1997-11-09,,,46.7360,7.2222,5.5556,1.2009,0.4717
1997-11-10,,,11.1760,7.2222,4.4444,1.3563,0.5884
1997-11-11,,,0.0000,8.3333,0.5556,1.1887,0.9157
1997-11-12,,,0.0000,8.8889,-4.4444,1.0789,1.0658
1997-11-13,,,0.2540,3.8889,-6.1111,1.0119,0.7590
1997-11-14,,,9.1440,3.3333,-6.1111,1.0088,0.7178
1997-11-15,,,31.2420,0.0000,-3.8889,1.0363,0.4404
1997-11-16,,,0.2540,1.1111,-3.3333,1.0302,0.4910
1997-11-17,,,0.0000,1.6667,-7.2222,1.0058,0.6181
1997-11-18,,,0.0000,3.3333,-7.2222,0.9814,0.7047
1997-11-19,,,0.0000,6.6667,-10.0000,0.9631,0.8929
1997-11-20,,,0.0000,5.5556,-9.4444,0.9509,0.8246
1997-11-21,,,0.0000,5.5556,-6.1111,0.9479,0.7978
1997-11-22,,,13.2080,7.7778,-5.0000,1.1216,0.9078
1997-11-23,,,5.8420,2.7778,0.0000,1.2435,0.4196
1997-11-24,,,0.5080,1.6667,0.0000,1.1704,0.3129
1997-11-25,,,0.0000,1.6667,-7.2222,1.0972,0.5758
1997-11-26,,,0.0000,2.7778,-6.6667,1.0546,0.6221
1997-11-27,,,4.0640,9.4444,0.0000,1.1003,0.8825
1997-11-28,,,0.0000,2.7778,-3.3333,1.1033,0.5456
1997-11-29,,,0.5080,4.4444,-2.2222,1.0698,0.6115
1997-11-30,,,0.0000,7.2222,-5.0000,1.0485,0.8223
1997-12-01,,,13.7160,3.3333,-5.0000,1.1643,0.6041
1997-12-02,,,0.0000,1.6667,-3.8889,1.1734,0.4820
1997-12-03,,,0.0000,1.6667,-3.8889,1.1064,0.4791
1997-12-04,,,1.5240,2.2222,-2.2222,1.0789,0.4550
1997-12-05,,,0.2540,8.8889,1.1111,1.0820,0.7704
1997-12-06,,,0.2540,3.3333,-2.7778,1.0698,0.5363
1997-12-07,,,0.0000,2.7778,-3.8889,1.0485,0.5314
1997-12-08,,,0.0000,2.2222,-2.2222,1.0241,0.4461
1997-12-09,,,0.0000,3.8889,-8.3333,1.0088,0.6435
1997-12-10,,,0.0000,2.2222,-8.3333,0.9997,0.5634
1997-12-11,,,13.7160,1.6667,-5.5556,1.0088,0.5000
1997-12-12,,,0.2540,-0.5556,-3.3333,1.0027,0.3091
1997-12-13,,,0.2540,3.3333,-3.8889,0.9966,0.5502
1997-12-14,,,0.0000,2.7778,-5.5556,0.9906,0.5516
1997-12-15,,,0.2540,3.3333,-9.4444,0.9540,0.6114
1997-12-16,,,0.0000,1.6667,-8.8889,0.9570,0.5336
1997-12-17,,,0.0000,9.4444,-8.3333,0.9631,0.8982
1997-12-18,,,0.0000,8.3333,-6.6667,0.9570,0.8369
1997-12-19,,,0.0000,5.0000,-6.1111,0.9570,0.6653
1997-12-20,,,0.0000,8.3333,-1.6667,0.9540,0.7762
1997-12-21,,,0.0000,5.0000,-6.6667,0.9540,0.6705
1997-12-22,,,0.0000,0.0000,-13.3333,0.9265,0.4680
1997-12-23,,,9.6520,-0.5556,-12.7778,0.9784,0.4484
1997-12-24,,,18.5420,1.1111,-4.4444,1.0241,0.4407
1997-12-25,,,11.4300,3.3333,-3.8889,1.0637,0.5473
1997-12-26,,,3.3020,4.4444,0.0000,1.1490,0.4927
1997-12-27,,,0.0000,7.2222,-2.7778,1.1368,0.7407
1997-12-28,,,0.7620,1.6667,-5.0000,1.0972,0.4868
1997-12-29,,,0.0000,0.0000,-11.1111,1.0393,0.4766
1997-12-30,,,22.3520,3.3333,-8.8889,1.3014,0.6169
1997-12-31,,,1.2700,3.3333,-4.4444,1.2710,0.5682
1998-01-01,,,0.0000,-2.7778,-18.3333,1.1216,0.3357
1998-01-02,,,0.0000,-2.2222,-17.7778,1.1186,0.3632
1998-01-03,,,0.0000,8.3333,-2.7778,1.0881,0.8235
1998-01-04,,,0.0000,12.7778,5.0000,1.1399,0.9032
1998-01-05,,,7.1120,13.8889,1.1111,1.2405,1.1018
1998-01-06,,,1.5240,6.6667,1.1111,1.2588,0.6241
1998-01-07,,,4.3180,12.7778,5.5556,1.3045,0.8945
1998-01-08,,,27.6860,7.7778,1.1111,1.5361,0.7101
1998-01-09,,,5.3340,4.4444,1.6667,1.6154,0.4320
1998-01-10,,,2.7940,2.7778,-0.5556,1.5331,0.4312
1998-01-11,,,0.0000,6.6667,-1.6667,1.4051,0.7380
1998-01-12,,,0.0000,6.6667,-6.6667,1.3136,0.8225
1998-01-13,,,0.0000,2.7778,-6.6667,1.2679,0.6202
1998-01-14,,,3.3020,6.1111,-7.2222,1.2649,0.8088
1998-01-15,,,0.0000,-2.2222,-10.0000,1.2039,0.4199
1998-01-16,,,18.0340,-0.5556,-10.0000,1.3258,0.5002
1998-01-17,,,0.2540,-1.6667,-5.5556,1.2831,0.3674
1998-01-18,,,1.0160,2.2222,-5.0000,1.2313,0.5854
1998-01-19,,,1.5240,-0.5556,-3.8889,1.1948,0.3806
1998-01-20,,,0.7620,1.1111,-5.0000,1.1765,0.5294
1998-01-21,,,0.0000,1.1111,-6.1111,1.1551,0.5603
1998-01-22,,,0.0000,0.5556,-11.6667,1.1338,0.5872
1998-01-23,,,0.0000,-1.6667,-11.6667,1.1338,0.4872
1998-01-24,,,43.9420,0.0000,-4.4444,1.9476,0.4609
1998-01-25,,,0.0000,3.8889,-1.6667,1.8226,0.6338
1998-01-26,,,0.0000,1.1111,-6.1111,1.5300,0.5886
1998-01-27,,,0.0000,2.2222,-11.1111,1.3929,0.7041
1998-01-28,,,0.0000,0.0000,-11.1111,1.3319,0.5949
1998-01-29,,,0.0000,1.1111,-3.3333,1.2892,0.5204
1998-01-30,,,0.0000,8.3333,-3.3333,1.2710,1.0402
1998-01-31,,,0.0000,3.8889,-1.6667,1.2496,0.6751
1998-02-01,,,0.0000,2.7778,-7.2222,1.2283,0.7519
1998-02-02,,,0.0000,6.6667,-7.2222,1.2100,1.0097
1998-02-03,,,0.0000,8.3333,-6.6667,1.2039,1.1294
1998-02-04,,,0.0000,6.6667,-1.1111,1.2069,0.9099
1998-02-05,,,2.2860,2.2222,-2.2222,1.2222,0.6002
1998-02-06,,,0.2540,1.6667,-3.3333,1.2100,0.6132
1998-02-07,,,0.0000,8.3333,-7.7778,1.1856,1.1875
1998-02-08,,,0.0000,4.4444,-6.6667,1.1643,0.9196
1998-02-09,,,0.0000,2.7778,-9.4444,1.1460,0.8440
1998-02-10,,,0.0000,8.3333,-9.4444,1.1338,1.2306
1998-02-11,,,0.0000,8.3333,-6.6667,1.1338,1.2372
1998-02-12,,,17.7800,10.0000,1.1111,1.4599,1.2130
1998-02-13,,,0.2540,10.5556,0.5556,1.5178,1.3016
1998-02-14,,,0.0000,5.0000,-9.4444,1.3807,1.0478
1998-02-15,,,0.0000,-0.5556,-13.8889,1.2740,0.6883
1998-02-16,,,0.0000,-1.1111,-13.8889,1.2161,0.6636
1998-02-17,,,0.0000,2.7778,-3.8889,1.1948,0.8172
1998-02-18,,,29.2100,2.7778,-1.6667,1.5514,0.7193
1998-02-19,,,3.5560,3.8889,1.1111,1.5514,0.6373
1998-02-20,,,0.5080,5.5556,0.0000,1.4264,0.9245
1998-02-21,,,0.0000,6.6667,0.5556,1.3593,1.0214
1998-02-22,,,0.0000,6.1111,0.5556,1.3045,0.9721
1998-02-23,,,0.0000,9.4444,-3.3333,1.2679,1.4712
1998-02-24,,,11.9380,5.0000,-1.1111,1.3715,0.9733
1998-02-25,,,16.5100,2.7778,0.0000,1.5331,0.6446
1998-02-26,,,0.0000,4.4444,0.0000,1.4599,0.8612
1998-02-27,,,0.0000,10.0000,-0.5556,1.3685,1.5134
1998-02-28,,,0.0000,11.6667,-2.7778,1.3167,1.7677
1998-03-01,,,7.8740,8.3333,0.5556,1.3563,1.3117
1998-03-02,,,0.0000,10.0000,-1.1111,1.3319,1.5852
1998-03-03,,,3.0480,8.8889,0.0000,1.2984,1.4336
1998-03-04,,,0.0000,10.0000,-1.1111,1.2649,1.6204
1998-03-05,,,0.0000,6.1111,-1.6667,1.2435,1.2310
1998-03-06,,,0.0000,8.3333,-3.8889,1.2283,1.5599
1998-03-07,,,0.0000,7.7778,-0.5556,1.1978,1.3941
1998-03-08,,,0.0000,7.2222,-1.1111,1.1856,1.3717
1998-03-09,,,45.9740,13.3333,0.5556,2.1365,2.0441
1998-03-10,,,31.2420,11.6667,-5.5556,2.8467,2.0137
1998-03-11,,,0.0000,-1.1111,-11.1111,2.1274,0.8615
1998-03-12,,,0.0000,-2.2222,-12.7778,1.7982,0.7870
1998-03-13,,,0.0000,3.3333,-13.8889,1.6215,1.2372
1998-03-14,,,1.0160,2.7778,-3.8889,1.5422,1.0755
1998-03-15,,,10.1600,3.8889,-4.4444,1.4995,1.2344
1998-03-16,,,0.0000,4.4444,-7.7778,1.4447,1.3883
1998-03-17,,,0.0000,7.7778,-10.0000,1.4081,1.7500
1998-03-18,,,0.0000,2.2222,-1.6667,1.3898,0.8964
1998-03-19,,,23.8760,2.7778,0.5556,1.7495,0.7376
1998-03-20,,,13.2080,8.8889,0.0000,1.9354,1.7063
1998-03-21,,,0.0000,2.2222,-2.7778,1.6946,1.0130
1998-03-22,,,19.0500,0.5556,-3.3333,1.5757,0.8436
1998-03-23,,,4.0640,6.6667,-8.3333,1.5026,1.7296
1998-03-24,,,0.0000,7.7778,-6.6667,1.4752,1.8553
1998-03-25,,,0.0000,10.5556,-6.6667,1.4660,2.2016
1998-03-26,,,0.0000,17.2222,-0.5556,1.4569,3.0050
1998-03-27,,,0.0000,27.2222,8.8889,1.4813,4.2629
1998-03-28,,,0.0000,28.8889,11.1111,1.4599,4.4720
1998-03-29,,,0.0000,26.1111,8.8889,1.4020,4.1355
1998-03-30,,,0.0000,28.8889,3.8889,1.3502,4.8610
1998-03-31,,,0.0000,32.2222,11.6667,1.3106,5.1942
1998-04-01,,,0.0000,16.6667,5.5556,1.2801,2.7717
1998-04-02,,,22.8600,12.2222,2.7778,1.5544,2.2464
1998-04-03,,,5.5880,13.3333,0.0000,1.5422,2.5997
1998-04-04,,,0.0000,5.5556,0.5556,1.4264,1.3629
1998-04-05,,,0.0000,8.8889,0.0000,1.3502,1.9558
1998-04-06,,,0.0000,13.3333,1.6667,1.3075,2.5752
1998-04-07,,,0.0000,18.8889,-1.6667,1.2679,3.5988
1998-04-08,,,0.0000,14.4444,-1.1111,1.2374,2.9161
1998-04-09,,,1.5240,10.0000,2.2222,1.2405,2.0287
1998-04-10,,,37.3380,12.2222,-0.5556,1.6336,2.5876
1998-04-11,,,0.0000,18.3333,-4.4444,1.4874,3.6464
1998-04-12,,,0.0000,18.8889,-3.3333,1.3685,3.7516
1998-04-13,,,0.0000,21.6667,-2.2222,1.3075,4.2216
1998-04-14,,,0.0000,21.1111,-0.5556,1.2770,4.1311
1998-04-15,,,0.0000,16.6667,4.4444,1.2496,3.1547
1998-04-16,,,0.0000,17.2222,5.0000,1.2344,3.2389
1998-04-17,,,0.7620,16.6667,8.8889,1.2831,2.7543
1998-04-18,,,5.0800,18.3333,2.2222,1.3411,3.6539
1998-04-19,,,0.0000,13.3333,5.5556,1.2710,2.4764
1998-04-20,,,21.0820,12.7778,3.8889,1.4477,2.5519
1998-04-21,,,0.0000,18.8889,-1.1111,1.4020,3.9341
1998-04-22,,,0.0000,21.6667,-1.1111,1.3228,4.4482
1998-04-23,,,0.0000,11.6667,6.1111,1.2770,2.0971
1998-04-24,,,5.8420,21.1111,5.0000,1.3136,4.1681
1998-04-25,,,0.0000,15.5556,5.5556,1.2831,3.0268
1998-04-26,,,0.0000,7.2222,0.5556,1.2527,1.8883
1998-04-27,,,9.1440,11.6667,-0.5556,1.2618,2.7720
1998-04-28,,,0.0000,16.1111,0.0000,1.2100,3.5495
1998-04-29,,,0.0000,22.2222,0.0000,1.1795,4.6982
1998-04-30,,,0.0000,26.6667,10.0000,1.1612,5.1453
1998-05-01,,,0.0000,22.2222,10.5556,1.1490,4.0849
1998-05-02,,,22.8600,21.1111,12.2222,1.2588,3.6122
1998-05-03,,,5.0800,18.8889,10.5556,1.2618,3.3090
1998-05-04,,,0.2540,21.1111,7.7778,1.2100,4.1672
1998-05-05,,,3.8100,20.0000,13.3333,1.1887,3.1701
1998-05-06,,,15.4940,20.5556,13.8889,1.5300,3.2365
1998-05-07,,,9.9060,24.4444,10.5556,1.7037,4.7292
1998-05-08,,,0.0000,17.2222,10.5556,1.5178,2.9429
1998-05-09,,,4.0640,13.3333,11.1111,1.4447,1.6135
1998-05-10,,,35.0520,12.2222,9.4444,1.7190,1.7247
1998-05-11,,,26.4160,11.6667,7.2222,1.8561,2.0807
1998-05-12,,,14.9860,18.8889,7.7778,1.6946,3.7871
1998-05-13,,,0.0000,20.5556,2.2222,1.5117,4.5684
1998-05-14,,,0.0000,26.1111,-0.5556,1.4264,5.7992
1998-05-15,,,0.0000,30.5556,6.1111,1.3441,6.6179
1998-05-16,,,0.0000,30.0000,11.1111,1.2984,6.2083
1998-05-17,,,3.5560,20.0000,10.5556,1.2770,3.7785
1998-05-18,,,1.0160,27.2222,7.7778,1.2710,5.8156
1998-05-19,,,0.0000,28.3333,10.5556,1.2252,5.8953
1998-05-20,,,0.0000,28.3333,11.1111,1.1826,5.8638
1998-05-21,,,0.0000,26.1111,10.5556,1.1521,5.3740
1998-05-22,,,0.0000,20.0000,6.1111,1.1247,4.3257
1998-05-23,,,0.0000,23.8889,5.0000,1.1033,5.2921
1998-05-24,,,0.0000,27.2222,5.5556,1.0820,6.0356
1998-05-25,,,0.0000,20.0000,7.2222,1.0728,4.2571
1998-05-26,,,4.5720,26.1111,10.5556,1.0759,5.4399
1998-05-27,,,0.0000,27.2222,8.3333,1.0424,5.9120
1998-05-28,,,0.0000,30.0000,9.4444,1.0210,6.5300
1998-05-29,,,0.0000,30.0000,15.5556,1.0058,5.9489
1998-05-30,,,4.3180,28.3333,13.3333,1.1094,5.7717
1998-05-31,,,0.0000,25.5556,11.1111,1.0759,5.2941
1998-06-01,,,23.1140,21.6667,7.7778,1.2649,4.6643
1998-06-02,,,0.0000,22.7778,3.3333,1.1826,5.2361
1998-06-03,,,20.0660,17.2222,8.3333,1.2923,3.5128
1998-06-04,,,0.0000,20.5556,2.7778,1.1917,4.7891
1998-06-05,,,0.0000,20.0000,5.0000,1.1003,4.5331
1998-06-06,,,0.0000,20.0000,7.7778,1.0424,4.2906
1998-06-07,,,0.0000,16.6667,7.2222,1.0302,3.5377
1998-06-08,,,0.2540,20.0000,7.2222,1.0119,4.3571
1998-06-09,,,0.0000,22.2222,9.4444,1.0241,4.6799
1998-06-10,,,0.0000,25.5556,8.3333,1.0088,5.6237
1998-06-11,,,0.0000,22.7778,10.0000,0.9753,4.7679
1998-06-12,,,0.2540,17.2222,13.8889,0.9814,2.3757
1998-06-13,,,22.3520,19.4444,15.5556,1.2466,2.7224
